Meteorological forcing data for the Large Basin Runoff Model.      
eri, 05,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-9.0443,-3.9650,0.0594 
2010-01-02,-14.7383,-6.7712,0.0803 
2010-01-03,-17.3940,-6.3708,0.0366 
2010-01-04,-8.6820,-6.2812,1.9029 
2010-01-05,-8.8696,-4.7769,0.3164 
2010-01-06,-4.7476,-2.2626,0.1634 
2010-01-07,-7.3304,-3.0444,2.6091 
2010-01-08,-7.5475,-4.3536,1.4122 
2010-01-09,-15.2347,-7.7560,0.1033 
2010-01-10,-12.1671,-8.2919,0.0371 
2010-01-11,-12.8031,-5.2859,1.5068 
2010-01-12,-7.6261,-5.6031,0.1588 
2010-01-13,-9.4146,-3.1293,0.0025 
2010-01-14,-4.6211,0.6311,0.0014 
2010-01-15,-0.2273,2.0032,0.0699 
2010-01-16,-5.8751,-0.4996,0.0059 
2010-01-17,-1.9608,-0.1702,0.0476 
2010-01-18,-5.6870,-0.7544,0.0072 
2010-01-19,-3.7271,-0.6777,0.0354 
2010-01-20,-6.3351,-1.2840,0.0190 
2010-01-21,-4.6099,-0.3249,0.0024 
2010-01-22,-0.2331,1.0970,0.1620 
2010-01-23,-1.8962,2.5976,0.0323 
2010-01-24,2.9280,10.4294,8.4278 
2010-01-25,-0.9904,9.3365,1.3128 
2010-01-26,-5.7746,-0.0886,0.6423 
2010-01-27,-9.9345,-2.7810,0.0609 
2010-01-28,-10.0519,-2.8653,0.5585 
2010-01-29,-15.5723,-8.9958,0.0230 
2010-01-30,-11.3435,-7.3264,0.1260 
2010-01-31,-12.0755,-3.9131,0.0205 
2010-02-01,-8.6180,-3.8567,0.0923 
2010-02-02,-5.0043,-1.0214,0.3934 
2010-02-03,-3.0144,0.4280,0.4097 
2010-02-04,-5.9494,1.1213,0.0154 
2010-02-05,-2.1043,0.5396,0.3863 
2010-02-06,-7.2889,-1.2137,1.4879 
2010-02-07,-8.7847,-2.9595,0.0908 
2010-02-08,-6.5014,-2.8868,0.0417 
2010-02-09,-5.8565,-2.5395,9.8302 
2010-02-10,-4.4774,-2.3198,9.0570 
2010-02-11,-7.5596,-3.0353,0.0677 
2010-02-12,-8.6288,-3.3069,0.1620 
2010-02-13,-8.7364,-2.7975,0.3116 
2010-02-14,-6.4681,-2.7675,0.0217 
2010-02-15,-8.8372,-2.7003,0.0282 
2010-02-16,-6.1682,-2.3497,0.5165 
2010-02-17,-5.3661,0.4989,0.1685 
2010-02-18,-4.3037,0.4212,0.0421 
2010-02-19,-6.3364,0.5968,1.9941e-05 
2010-02-20,-4.7222,-0.3601,8.7298e-05 
2010-02-21,-1.6060,0.4020,0.0231 
2010-02-22,-1.1951,0.4832,15.3194 
2010-02-23,-3.9244,-0.8164,0.2249 
2010-02-24,-3.5897,-0.9226,1.8676 
2010-02-25,-6.3628,-1.9822,1.4344 
2010-02-26,-6.1540,-3.4817,7.0794 
2010-02-27,-3.5513,0.2986,3.1633 
2010-02-28,-3.2034,1.0588,0.1945 
2010-03-01,-3.7430,0.7699,0.0564 
2010-03-02,-5.7740,0.2791,0.0096 
2010-03-03,-7.7475,0.5331,0.0232 
2010-03-04,-7.1183,1.1763,1.4540e-04 
2010-03-05,-7.3154,1.4393,4.1144e-04 
2010-03-06,-2.2108,2.1361,2.1459e-04 
2010-03-07,-0.9965,4.5762,7.0059e-05 
2010-03-08,2.1830,6.5593,0.0240 
2010-03-09,2.7878,11.0545,2.6498e-05 
2010-03-10,5.5799,15.6085,0.9359 
2010-03-11,7.9318,15.2608,0.0563 
2010-03-12,10.7088,14.1502,7.9054 
2010-03-13,4.4807,9.9649,7.2279 
2010-03-14,2.4140,5.0448,6.5535 
2010-03-15,3.4837,11.3167,0.6338 
2010-03-16,2.3771,13.1545,1.1936e-04 
2010-03-17,7.2910,14.1311,0.0000 
2010-03-18,6.0288,16.3249,0.0000 
2010-03-19,6.0663,17.1067,8.0325e-06 
2010-03-20,3.7939,16.3946,0.0019 
2010-03-21,-1.3935,8.2080,0.6549 
2010-03-22,2.2386,6.0650,3.5287 
2010-03-23,3.4763,11.8879,0.2158 
2010-03-24,2.5936,12.3373,5.0327e-04 
2010-03-25,1.6805,11.7235,10.8658 
2010-03-26,-4.7280,1.0832,0.0274 
2010-03-27,-3.1035,6.9243,1.7255e-04 
2010-03-28,4.0041,9.2456,9.8746 
2010-03-29,2.1096,9.7285,2.3299 
2010-03-30,-1.3080,11.7128,0.0443 
2010-03-31,6.0162,20.6706,3.1345e-04 
2010-04-01,13.5303,25.6283,3.6049e-04 
2010-04-02,14.2610,26.9216,0.0000 
2010-04-03,12.4724,26.2150,0.0477 
2010-04-04,8.9981,21.3335,0.0025 
2010-04-05,11.2367,22.5236,0.3773 
2010-04-06,15.3311,26.7236,0.0415 
2010-04-07,15.7082,26.3531,22.0170 
2010-04-08,5.1056,16.1775,22.0946 
2010-04-09,-2.2239,7.7805,0.1381 
2010-04-10,2.3786,18.7972,0.0040 
2010-04-11,9.0321,18.6758,0.0282 
2010-04-12,6.7100,14.0940,0.1205 
2010-04-13,5.1295,11.2050,4.2049 
2010-04-14,6.0172,18.4497,0.0000 
2010-04-15,14.0336,27.3461,1.1879e-06 
2010-04-16,16.4444,26.2868,0.8335 
2010-04-17,3.4523,14.8205,0.0380 
2010-04-18,1.1630,12.1875,8.6009e-04 
2010-04-19,5.6705,15.2689,8.4722e-05 
2010-04-20,6.7647,15.2146,0.0000 
2010-04-21,9.1450,19.3125,0.0248 
2010-04-22,4.0808,17.1051,0.0122 
2010-04-23,4.3173,14.1671,0.0049 
2010-04-24,7.8293,16.1631,3.3869 
2010-04-25,9.3475,17.6316,32.1946 
2010-04-26,8.1323,14.9192,20.6107 
2010-04-27,1.3163,12.5060,0.0096 
2010-04-28,4.1047,13.7627,3.4638e-04 
2010-04-29,9.2247,18.9574,0.0083 
2010-04-30,14.6883,25.7115,2.0131e-07 
2010-05-01,18.0430,25.5553,10.2309 
2010-05-02,17.4092,22.2904,10.6059 
2010-05-03,14.6567,21.2193,9.8377 
2010-05-04,12.1915,22.1548,3.2283 
2010-05-05,16.0391,24.7130,0.8003 
2010-05-06,9.6972,19.2226,0.1884 
2010-05-07,10.0299,18.9922,11.7004 
2010-05-08,6.5594,16.6485,4.0292 
2010-05-09,-0.0152,10.7267,0.0967 
2010-05-10,3.7733,10.7610,0.0020 
2010-05-11,6.7509,13.9662,29.3197 
2010-05-12,7.8990,12.6039,0.2967 
2010-05-13,7.7809,23.8381,5.7042 
2010-05-14,12.9969,23.3920,3.4774 
2010-05-15,10.5218,17.9912,5.3282e-05 
2010-05-16,8.8186,17.4260,5.0525e-05 
2010-05-17,11.6751,14.9867,11.1417 
2010-05-18,10.0153,12.7375,12.7988 
2010-05-19,7.4027,18.7312,0.0086 
2010-05-20,15.6198,24.6456,0.0037 
2010-05-21,15.1928,23.7626,6.8537 
2010-05-22,15.9064,21.9886,13.6426 
2010-05-23,18.1298,25.6354,0.6119 
2010-05-24,17.3318,25.5818,7.8565e-05 
2010-05-25,18.3018,25.4229,5.3406e-04 
2010-05-26,19.4601,28.1941,5.8057e-04 
2010-05-27,20.9889,27.9036,1.2436 
2010-05-28,19.0237,27.0354,0.2699 
2010-05-29,19.3378,25.9652,6.8916e-05 
2010-05-30,19.1361,27.4877,0.0156 
2010-05-31,21.7282,29.4155,26.2852 
2010-06-01,18.0421,25.0074,2.6977 
2010-06-02,20.2677,27.2797,6.9526 
2010-06-03,17.8017,26.9489,0.3173 
2010-06-04,16.0676,27.3767,0.0020 
2010-06-05,18.3914,27.4905,1.1838 
2010-06-06,16.0604,20.1063,19.3227 
2010-06-07,10.6603,19.4663,0.0496 
2010-06-08,13.4731,19.3553,0.5827 
2010-06-09,14.3441,25.3168,8.5790 
2010-06-10,15.3392,23.8225,0.0019 
2010-06-11,16.5193,27.6746,0.9713 
2010-06-12,21.6131,29.6818,0.6362 
2010-06-13,19.4172,29.4153,1.5637 
2010-06-14,19.2775,26.6957,1.1326 
2010-06-15,18.5672,24.9418,0.0757 
2010-06-16,19.2978,24.4164,1.4759 
2010-06-17,15.7148,23.5246,0.0000 
2010-06-18,17.9241,29.6942,0.0064 
2010-06-19,24.4524,29.6024,5.9551 
2010-06-20,19.4195,26.2710,0.0038 
2010-06-21,19.1386,26.0410,0.0102 
2010-06-22,18.8666,28.9694,13.5349 
2010-06-23,23.7633,31.4691,1.4630 
2010-06-24,21.4617,31.0028,15.1620 
2010-06-25,15.7210,25.8165,5.8061e-06 
2010-06-26,20.9574,30.2298,0.0206 
2010-06-27,21.0393,31.0078,3.2945 
2010-06-28,19.6950,27.4836,0.0184 
2010-06-29,13.9371,23.7781,8.9818e-06 
2010-06-30,12.0189,20.7654,1.0615e-05 
2010-07-01,12.8820,22.5079,1.6311e-05 
2010-07-02,17.3085,24.4226,2.7787e-06 
2010-07-03,19.8750,28.4083,1.6763e-05 
2010-07-04,21.7803,32.1353,2.4194e-04 
2010-07-05,23.6493,31.8018,2.2315e-04 
2010-07-06,24.8178,32.5665,0.0000 
2010-07-07,25.6383,33.2112,0.0029 
2010-07-08,25.9369,32.7346,9.6969 
2010-07-09,21.0724,29.0771,4.8441 
2010-07-10,21.8420,27.9987,0.0113 
2010-07-11,22.9655,28.9929,0.7461 
2010-07-12,18.1819,28.3615,1.3890 
2010-07-13,20.8227,27.2148,5.0372 
2010-07-14,20.7190,27.2602,3.5243 
2010-07-15,22.4335,31.0402,0.0010 
2010-07-16,21.6103,30.2426,0.0068 
2010-07-17,22.5352,30.6049,0.0044 
2010-07-18,21.4853,31.0708,0.5970 
2010-07-19,21.0226,29.6261,0.8372 
2010-07-20,18.7413,28.4341,3.3195 
2010-07-21,20.5750,29.0605,0.0071 
2010-07-22,21.2446,28.7999,14.8433 
2010-07-23,23.3143,31.7491,12.6575 
2010-07-24,26.1534,31.1496,14.3810 
2010-07-25,20.6032,30.6914,14.8988 
2010-07-26,20.1894,26.0615,0.2119 
2010-07-27,22.0963,28.3562,4.6743e-04 
2010-07-28,22.2814,31.4442,6.4639 
2010-07-29,16.8028,25.5307,4.1677 
2010-07-30,20.0029,25.6972,9.1035e-04 
2010-07-31,20.9881,25.2469,0.2276 
2010-08-01,19.4154,26.1959,0.2187 
2010-08-02,22.4236,28.3076,0.0017 
2010-08-03,24.2794,29.8328,0.0931 
2010-08-04,24.0096,30.1423,0.3999 
2010-08-05,21.5534,29.8433,0.1122 
2010-08-06,18.4038,24.8930,6.2713e-04 
2010-08-07,18.3272,25.2648,8.9253e-06 
2010-08-08,21.1564,28.6059,0.0031 
2010-08-09,22.6367,30.9542,0.5559 
2010-08-10,21.6342,29.4080,3.0789 
2010-08-11,23.0970,29.3466,11.9376 
2010-08-12,21.8820,27.5956,4.0432 
2010-08-13,22.5851,27.4189,0.0025 
2010-08-14,23.3153,32.0523,0.3328 
2010-08-15,21.5755,31.1259,1.5289 
2010-08-16,18.1119,26.7707,0.0414 
2010-08-17,18.6177,26.2678,5.5278e-06 
2010-08-18,18.1005,25.5108,0.0363 
2010-08-19,21.7211,29.0683,0.0097 
2010-08-20,20.6863,28.5013,0.0333 
2010-08-21,21.6645,29.5646,10.8169 
2010-08-22,19.9686,25.0788,0.3042 
2010-08-23,16.6816,24.9255,0.0087 
2010-08-24,17.5112,24.4291,0.4066 
2010-08-25,20.0050,24.7508,0.0215 
2010-08-26,13.3755,22.5615,3.3224e-05 
2010-08-27,17.2158,23.9311,1.2322e-06 
2010-08-28,18.8469,25.6762,0.0000 
2010-08-29,22.7512,31.1393,0.0063 
2010-08-30,25.0121,30.4531,0.0247 
2010-08-31,23.8345,31.2716,0.1042 
2010-09-01,22.3108,31.5859,0.0725 
2010-09-02,22.0628,29.2582,3.8441 
2010-09-03,17.7189,26.4214,0.7196 
2010-09-04,13.1606,18.6310,0.3915 
2010-09-05,10.7083,20.8155,3.6273e-04 
2010-09-06,15.8927,26.8154,0.6120 
2010-09-07,20.0189,28.5079,0.0374 
2010-09-08,14.2387,24.4251,0.0000 
2010-09-09,9.6097,19.0096,8.7495e-04 
2010-09-10,11.4719,19.1732,0.0032 
2010-09-11,13.4966,20.5187,7.2050 
2010-09-12,12.5947,22.2862,0.6937 
2010-09-13,15.7651,25.4179,0.4381 
2010-09-14,15.0306,22.4027,0.0062 
2010-09-15,12.3963,20.8893,0.0094 
2010-09-16,16.2324,22.4804,5.9947 
2010-09-17,10.8177,19.0787,9.2529 
2010-09-18,14.1396,25.1361,0.0085 
2010-09-19,13.0942,19.7276,0.0224 
2010-09-20,12.6776,17.7309,8.8296e-04 
2010-09-21,15.8637,30.0096,0.0041 
2010-09-22,19.7168,29.0576,0.7329 
2010-09-23,17.7256,29.8707,0.0704 
2010-09-24,23.7705,28.5317,0.0032 
2010-09-25,12.9922,22.0871,1.5430e-04 
2010-09-26,7.2578,14.9242,0.0030 
2010-09-27,9.1102,16.1808,0.4646 
2010-09-28,12.0582,15.7177,18.0685 
2010-09-29,10.4583,18.9143,0.1815 
2010-09-30,15.2599,19.9042,0.0012 
2010-10-01,7.9252,17.6074,0.0027 
2010-10-02,8.5749,15.2903,5.5633 
2010-10-03,6.3920,10.8420,0.4223 
2010-10-04,4.8146,13.3945,0.0140 
2010-10-05,7.7029,16.0738,0.0467 
2010-10-06,7.6089,19.3981,2.8861e-04 
2010-10-07,9.5501,19.9057,7.4159e-08 
2010-10-08,11.2582,24.4158,0.0000 
2010-10-09,14.1522,22.3328,0.0000 
2010-10-10,13.5628,27.5537,2.5794e-07 
2010-10-11,18.5621,25.7533,0.0288 
2010-10-12,9.3918,18.4780,0.0183 
2010-10-13,11.0118,18.3531,5.5190e-04 
2010-10-14,6.7750,14.9114,11.8306 
2010-10-15,8.2656,13.8998,0.0064 
2010-10-16,7.3472,16.3811,9.6789e-07 
2010-10-17,8.4697,16.0861,0.0000 
2010-10-18,8.0914,13.9303,0.0222 
2010-10-19,6.2318,13.1768,0.0029 
2010-10-20,6.2451,17.4317,0.0207 
2010-10-21,4.6453,15.8154,1.5667 
2010-10-22,4.1206,13.6234,0.0366 
2010-10-23,8.5015,18.6567,0.0140 
2010-10-24,15.9218,24.1493,0.2550 
2010-10-25,16.1311,21.0409,0.1783 
2010-10-26,12.4411,21.9549,5.3555 
2010-10-27,10.6115,16.5519,0.0096 
2010-10-28,5.6702,15.5659,0.1577 
2010-10-29,4.5024,9.3243,0.1757 
2010-10-30,3.0933,12.5888,2.5000e-04 
2010-10-31,0.6182,11.2710,0.0112 
2010-11-01,1.3890,6.8547,0.0065 
2010-11-02,2.6647,7.0149,0.0050 
2010-11-03,1.8369,8.9431,0.3188 
2010-11-04,2.7732,8.6644,0.0425 
2010-11-05,1.7905,6.8121,0.0457 
2010-11-06,-5.6653,4.3575,0.0975 
2010-11-07,-1.2790,9.6012,0.0000 
2010-11-08,2.4169,13.6986,1.1759e-04 
2010-11-09,7.0971,12.9878,9.4819e-04 
2010-11-10,6.0144,11.9121,1.3594e-06 
2010-11-11,6.4753,14.1635,0.0085 
2010-11-12,7.9725,13.8302,0.0398 
2010-11-13,6.2355,18.6677,0.1497 
2010-11-14,2.9479,18.1557,2.1607 
2010-11-15,1.0905,9.2779,0.0017 
2010-11-16,5.5408,8.7398,3.9127 
2010-11-17,5.2362,9.8932,16.7829 
2010-11-18,1.8734,7.4891,0.2505 
2010-11-19,0.5084,7.2355,0.0019 
2010-11-20,1.5857,7.0222,2.2737e-05 
2010-11-21,3.1614,14.0045,0.0068 
2010-11-22,14.1435,17.0379,5.4197 
2010-11-23,0.1730,18.1756,11.4069 
2010-11-24,-3.5665,3.1300,0.0289 
2010-11-25,2.9559,12.5861,29.1682 
2010-11-26,-7.4586,6.7276,6.1644 
2010-11-27,-3.7150,0.7774,0.0374 
2010-11-28,-5.0107,1.9299,0.0022 
2010-11-29,-1.9067,7.0461,0.0017 
2010-11-30,5.4068,13.4171,18.1029 
2010-12-01,-5.1201,4.7092,1.1736 
2010-12-02,-6.6454,-1.7056,0.0613 
2010-12-03,-4.9110,-1.1354,0.0627 
2010-12-04,-3.6765,-0.5266,0.0190 
2010-12-05,-5.9587,-1.3177,0.0660 
2010-12-06,-5.8270,-1.9905,0.0092 
2010-12-07,-6.0378,-3.4197,0.0582 
2010-12-08,-8.0480,-2.9842,0.2701 
2010-12-09,-7.8523,-3.0800,0.0580 
2010-12-10,-4.3106,2.0839,2.6015 
2010-12-11,-2.3035,4.3231,0.0595 
2010-12-12,-1.6679,3.5036,24.8885 
2010-12-13,-11.8843,-2.9824,2.1245 
2010-12-14,-13.5964,-7.8192,0.0177 
2010-12-15,-12.6166,-7.2270,0.0759 
2010-12-16,-12.4009,-6.4964,0.0270 
2010-12-17,-7.3014,-3.6551,0.1126 
2010-12-18,-13.2380,-7.2819,0.0428 
2010-12-19,-11.8606,-6.0845,0.2911 
2010-12-20,-10.1959,-4.8967,0.0936 
2010-12-21,-7.0212,-2.0014,0.0367 
2010-12-22,-4.1697,-1.3650,0.6945 
2010-12-23,-5.6308,-1.3169,0.0125 
2010-12-24,-7.3411,-2.7464,0.0035 
2010-12-25,-5.3726,-2.7259,0.1290 
2010-12-26,-5.4999,-3.3176,0.3233 
2010-12-27,-10.3468,-4.3659,0.0760 
2010-12-28,-10.7911,-3.6352,0.0011 
2010-12-29,-8.4044,-1.7731,0.0015 
2010-12-30,-2.8276,3.4189,0.5349 
2010-12-31,3.5072,12.1254,4.0564 
2011-01-01,-1.6099,12.0838,15.0055 
2011-01-02,-10.9718,-2.8432,0.1468 
2011-01-03,-8.5781,-0.2681,0.0050 
2011-01-04,-2.9900,-0.4364,0.0713 
2011-01-05,-7.2076,-3.1979,0.3932 
2011-01-06,-6.0394,-1.9171,0.7133 
2011-01-07,-9.0041,-3.7494,0.5752 
2011-01-08,-11.1571,-6.9943,1.1259 
2011-01-09,-13.8543,-6.2164,0.0811 
2011-01-10,-7.6740,-5.3063,0.0783 
2011-01-11,-7.0451,-4.4314,7.9880 
2011-01-12,-6.1332,-4.2227,2.9341 
2011-01-13,-12.2851,-6.4053,1.3712 
2011-01-14,-11.2759,-6.0000,0.8108 
2011-01-15,-8.7137,-2.9423,1.0670 
2011-01-16,-12.9203,-3.7757,0.0951 
2011-01-17,-14.0565,-4.5112,0.0043 
2011-01-18,-3.9203,2.0822,3.5254 
2011-01-19,-6.7046,0.7385,0.5807 
2011-01-20,-9.9888,-5.7172,1.6968 
2011-01-21,-11.8351,-6.4429,1.0286 
2011-01-22,-19.2858,-10.1988,0.2755 
2011-01-23,-16.0104,-9.4830,0.0255 
2011-01-24,-15.0950,-3.7030,2.1563 
2011-01-25,-6.8434,-0.7145,0.0811 
2011-01-26,-5.3851,-1.3362,0.0392 
2011-01-27,-6.9470,-2.2289,2.3436 
2011-01-28,-7.0529,-2.1685,2.1276 
2011-01-29,-6.7756,-1.3067,1.0102 
2011-01-30,-6.2273,-2.7381,0.1479 
2011-01-31,-13.4762,-5.3655,0.0439 
2011-02-01,-11.2078,-6.6221,7.6887 
2011-02-02,-7.6900,-4.0045,15.2090 
2011-02-03,-12.4558,-7.3680,0.0935 
2011-02-04,-15.9552,-8.2649,0.1334 
2011-02-05,-9.8206,-4.8812,9.8156 
2011-02-06,-10.0950,-0.7520,0.7420 
2011-02-07,-2.8766,-0.6387,0.5786 
2011-02-08,-13.6645,-3.6516,0.0531 
2011-02-09,-14.8043,-10.8069,0.0084 
2011-02-10,-18.2564,-11.7856,0.0228 
2011-02-11,-18.4876,-6.8760,0.0553 
2011-02-12,-6.8323,-1.7579,0.4207 
2011-02-13,-3.1041,2.6619,0.1283 
2011-02-14,-0.7364,3.3094,0.0071 
2011-02-15,-6.9295,-1.7085,0.0023 
2011-02-16,-2.7192,2.7386,0.0330 
2011-02-17,2.8949,13.1942,1.8682e-04 
2011-02-18,3.7152,13.7512,5.0611e-04 
2011-02-19,-4.2978,3.5029,3.7121e-06 
2011-02-20,-5.1844,1.2638,10.0911 
2011-02-21,-6.4026,-0.1875,12.5100 
2011-02-22,-8.5770,-6.6933,0.4194 
2011-02-23,-8.7457,-4.1455,0.0404 
2011-02-24,-4.8730,1.2053,2.4373 
2011-02-25,-3.0501,-0.3090,8.7381 
2011-02-26,-6.5691,-0.7095,0.7142 
2011-02-27,-2.1305,1.4339,0.1813 
2011-02-28,-1.4522,1.5523,30.1101 
2011-03-01,-5.4984,3.1878,0.0012 
2011-03-02,-3.4815,2.9530,2.0895e-04 
2011-03-03,-8.2486,0.5043,0.0000 
2011-03-04,0.4991,9.7438,2.3140 
2011-03-05,0.7788,10.9775,27.7622 
2011-03-06,-4.2922,0.2163,3.9319 
2011-03-07,-11.4296,-1.6889,0.0111 
2011-03-08,-3.7180,3.5742,6.1138e-04 
2011-03-09,2.6876,8.9917,21.1036 
