Meteorological forcing data for the Large Basin Runoff Model.      
eri, 03,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-9.0650,-4.0082,0.0542 
2010-01-02,-14.6743,-7.2689,0.0869 
2010-01-03,-17.1252,-6.7047,0.0536 
2010-01-04,-9.0479,-6.7197,1.2310 
2010-01-05,-9.6255,-5.0352,0.3282 
2010-01-06,-5.0685,-2.4863,0.1704 
2010-01-07,-6.5461,-3.0932,2.2075 
2010-01-08,-7.0265,-4.0031,1.5349 
2010-01-09,-14.2383,-6.6319,0.0206 
2010-01-10,-11.8555,-7.4921,0.0265 
2010-01-11,-12.9767,-5.2068,1.9854 
2010-01-12,-7.6445,-5.1166,0.2994 
2010-01-13,-9.6425,-3.1082,0.0013 
2010-01-14,-4.6542,0.5673,0.0018 
2010-01-15,-0.0425,2.2697,0.1078 
2010-01-16,-6.4266,-0.1989,0.0116 
2010-01-17,-2.9962,-0.3769,0.0079 
2010-01-18,-6.0051,-0.7169,0.0034 
2010-01-19,-3.6690,-0.3331,0.0882 
2010-01-20,-6.6272,-0.8930,0.0317 
2010-01-21,-6.4217,-0.1831,6.7837e-05 
2010-01-22,-0.6443,0.9091,0.1789 
2010-01-23,-2.1755,1.7346,0.0705 
2010-01-24,1.8388,9.0029,7.7720 
2010-01-25,-0.5092,8.5237,1.0014 
2010-01-26,-5.2772,-0.2018,0.4293 
2010-01-27,-9.0009,-1.6683,0.0733 
2010-01-28,-10.4595,-3.5870,0.3649 
2010-01-29,-15.9610,-8.7063,0.0356 
2010-01-30,-11.5924,-7.7746,0.0404 
2010-01-31,-11.6838,-4.0812,0.0612 
2010-02-01,-9.7296,-4.3375,0.0457 
2010-02-02,-4.8048,-2.0363,0.6368 
2010-02-03,-3.3395,0.1295,0.6590 
2010-02-04,-6.0302,0.0549,0.0197 
2010-02-05,-3.1594,-0.2652,0.1758 
2010-02-06,-7.5341,-1.2322,0.5475 
2010-02-07,-7.7007,-2.5259,0.1243 
2010-02-08,-6.5373,-1.8653,0.0154 
2010-02-09,-6.4345,-2.2296,8.9326 
2010-02-10,-4.4117,-2.7224,8.9454 
2010-02-11,-7.3151,-2.9771,0.0578 
2010-02-12,-9.1082,-2.8091,0.1190 
2010-02-13,-8.4553,-2.9298,0.1320 
2010-02-14,-7.5152,-1.4922,0.0403 
2010-02-15,-6.8476,-1.8961,0.0154 
2010-02-16,-5.8457,-2.2694,0.5117 
2010-02-17,-5.6885,0.4785,0.1945 
2010-02-18,-4.4492,0.6484,0.0178 
2010-02-19,-6.2517,1.3458,0.0000 
2010-02-20,-6.6233,0.0925,0.0000 
2010-02-21,-1.3022,1.3475,0.0194 
2010-02-22,-1.3393,0.2924,17.5289 
2010-02-23,-3.8066,-0.3362,0.8561 
2010-02-24,-3.3961,-0.5192,3.0337 
2010-02-25,-6.3745,-1.4091,2.5075 
2010-02-26,-6.5345,-3.2699,7.4175 
2010-02-27,-3.2685,0.1826,3.4827 
2010-02-28,-2.6975,1.6647,0.1075 
2010-03-01,-3.8528,0.8934,0.0284 
2010-03-02,-5.8039,0.5489,0.0035 
2010-03-03,-7.2688,1.1959,0.0499 
2010-03-04,-6.5123,1.6667,0.0013 
2010-03-05,-7.0175,2.6784,2.3323e-04 
2010-03-06,-1.9285,4.3379,3.5120e-04 
2010-03-07,-0.3739,5.2290,3.2829e-05 
2010-03-08,1.6531,8.1021,0.0113 
2010-03-09,1.9448,10.4210,0.0015 
2010-03-10,4.5237,12.0922,0.5871 
2010-03-11,5.5034,13.7319,0.0218 
2010-03-12,8.6903,15.1129,8.1181 
2010-03-13,5.3466,12.4469,6.2132 
2010-03-14,3.0299,5.3744,4.7987 
2010-03-15,3.3300,11.6853,0.2450 
2010-03-16,2.8379,14.0292,3.9445e-05 
2010-03-17,7.0691,14.9780,0.0000 
2010-03-18,5.5836,16.7744,0.0000 
2010-03-19,6.2653,17.2260,2.3817e-04 
2010-03-20,3.7796,16.3653,0.0436 
