Meteorological forcing data for the Large Basin Runoff Model.      
eri, 15,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-4.6729,-1.8639,1.5675 
2010-01-02,-9.3782,-3.8463,4.4167 
2010-01-03,-9.6978,-6.7834,8.2970 
2010-01-04,-8.2800,-6.7608,2.4591 
2010-01-05,-6.6242,-4.3937,4.1913 
2010-01-06,-4.7346,-3.3078,3.3876 
2010-01-07,-4.2182,-2.8125,0.6387 
2010-01-08,-7.1408,-3.8515,7.1920 
2010-01-09,-9.2103,-6.7433,0.5365 
2010-01-10,-9.1590,-4.1540,0.1887 
2010-01-11,-9.7335,-6.1493,0.9977 
2010-01-12,-7.3757,-5.7019,0.8355 
2010-01-13,-5.3516,-0.9783,0.2609 
2010-01-14,-4.5829,3.8559,1.8566e-04 
2010-01-15,-0.3250,2.0707,0.5101 
2010-01-16,-1.1580,2.8505,0.0750 
2010-01-17,0.3521,5.4966,0.0694 
2010-01-18,-1.6127,3.3423,0.0397 
2010-01-19,-2.1760,-1.1776,0.4127 
2010-01-20,-4.2500,-1.7494,0.8278 
2010-01-21,-6.2763,3.4112,0.0048 
2010-01-22,-0.5765,4.5069,0.8609 
2010-01-23,-3.0647,5.9663,0.0027 
2010-01-24,1.8784,6.0877,5.9045 
2010-01-25,0.5636,9.1887,19.6531 
2010-01-26,-3.6444,0.4150,3.2424 
2010-01-27,-6.6949,-3.1032,2.0236 
2010-01-28,-9.8939,-2.4270,7.7623 
2010-01-29,-10.2529,-8.9434,0.6849 
2010-01-30,-12.6143,-8.7099,0.1649 
2010-01-31,-12.2639,-5.4937,0.1202 
2010-02-01,-7.2261,-4.8260,0.7321 
2010-02-02,-7.9939,-2.6550,0.4090 
2010-02-03,-3.8582,-1.8380,1.3539 
2010-02-04,-5.5976,-0.8907,0.0729 
2010-02-05,-4.2270,0.5104,0.0285 
2010-02-06,-7.5560,-0.8430,0.1953 
2010-02-07,-8.4719,-6.4973,0.2432 
2010-02-08,-8.1361,-3.4313,0.0195 
2010-02-09,-9.4345,-1.1978,1.0734 
2010-02-10,-5.9925,-0.4103,10.7909 
2010-02-11,-6.2708,-3.0287,2.7053 
2010-02-12,-6.4197,-3.9998,0.5726 
2010-02-13,-6.4960,-4.1938,0.5414 
2010-02-14,-5.4011,-2.8431,3.4336 
2010-02-15,-5.6886,-0.2123,1.6706 
2010-02-16,-6.1972,-2.7764,2.4444 
2010-02-17,-5.4926,-2.3270,4.2120 
2010-02-18,-2.9865,-1.8657,4.4695 
2010-02-19,-4.3722,-1.1725,0.5478 
2010-02-20,-6.4512,-0.5649,0.1048 
2010-02-21,-4.6951,1.6532,0.0116 
2010-02-22,-1.2876,3.4519,3.5342 
2010-02-23,-1.4100,2.8227,0.8157 
2010-02-24,-3.6997,-0.1003,0.1746 
2010-02-25,-6.8527,-2.2941,2.1398 
2010-02-26,-7.0383,-1.3998,13.9943 
2010-02-27,-3.7203,-0.7447,9.0580 
2010-02-28,-1.4463,0.6322,6.5636 
2010-03-01,-2.3058,0.0372,1.1044 
2010-03-02,-7.6710,-0.0135,0.1412 
2010-03-03,-4.7814,-0.2217,0.0252 
2010-03-04,-6.0719,-0.7085,0.0112 
2010-03-05,-5.8833,-0.2689,0.0103 
2010-03-06,-7.4627,0.9037,5.2305e-04 
2010-03-07,-3.1455,3.5680,1.2012e-07 
2010-03-08,-0.7914,4.9110,0.0000 
2010-03-09,1.5815,8.4864,0.0039 
2010-03-10,4.7255,12.6916,0.0504 
2010-03-11,5.6766,11.9769,0.0692 
2010-03-12,5.7966,11.6600,0.9483 
2010-03-13,2.8766,6.5820,3.3530 
2010-03-14,0.9788,3.4702,6.6018 
2010-03-15,0.3395,2.6091,0.4990 
2010-03-16,0.5825,6.5604,0.0078 
2010-03-17,4.6429,8.5911,1.6003e-05 
2010-03-18,4.3441,9.3811,4.7380e-05 
2010-03-19,4.6714,10.8939,4.3486e-05 
2010-03-20,3.0842,10.0242,2.7547e-05 
2010-03-21,-0.5639,5.8621,0.6145 
2010-03-22,1.6930,5.5616,9.2310 
2010-03-23,1.3226,2.3099,6.2132 
2010-03-24,-1.3898,6.2330,0.6291 
2010-03-25,1.4915,6.8420,11.0515 
2010-03-26,-5.3029,0.8011,2.6192 
2010-03-27,-6.3395,6.8039,0.0000 
2010-03-28,3.4756,6.5507,3.0653 
2010-03-29,2.7825,6.6183,1.8660 
2010-03-30,-0.7878,4.7815,0.0294 
2010-03-31,2.8517,12.4738,0.0037 
2010-04-01,9.4773,21.6396,6.0081e-04 
2010-04-02,14.6981,25.3537,0.0000 
2010-04-03,15.1831,25.4476,0.0174 
2010-04-04,8.5605,17.1635,0.0639 
2010-04-05,12.4023,18.2158,0.2133 
2010-04-06,15.4341,23.3202,4.8649 
2010-04-07,18.8722,23.5940,0.9221 
2010-04-08,7.4517,20.5260,9.0621 
2010-04-09,0.3790,7.1242,0.7259 
2010-04-10,0.6625,14.9796,0.4293 
2010-04-11,6.9354,14.6474,0.2226 
2010-04-12,5.8719,11.0613,1.9753e-05 
2010-04-13,6.2051,12.0776,0.0310 
2010-04-14,7.5588,16.4510,3.8376e-07 
2010-04-15,12.8269,23.1424,0.0211 
2010-04-16,14.8396,22.6920,6.1732 
2010-04-17,2.1291,14.8586,0.7843 
2010-04-18,1.4074,7.9352,1.5218 
2010-04-19,2.0851,11.3923,0.0151 
2010-04-20,6.6678,12.4851,4.8698e-04 
2010-04-21,8.2445,14.2901,2.4086e-04 
2010-04-22,4.1686,13.0773,0.0015 
2010-04-23,3.6301,12.4664,1.5792e-04 
2010-04-24,8.9141,16.3364,0.6232 
2010-04-25,11.2261,14.8043,18.8413 
2010-04-26,8.1678,11.6366,11.1875 
2010-04-27,2.8625,10.0471,0.1242 
2010-04-28,2.3258,9.2254,0.0022 
2010-04-29,6.0443,14.0860,0.0017 
2010-04-30,12.1149,24.0592,0.0011 
2010-05-01,18.5568,26.6130,0.1183 
2010-05-02,17.9881,23.5673,0.7950 
2010-05-03,15.1221,22.2268,2.2286 
2010-05-04,12.3566,18.1149,1.0226 
2010-05-05,14.8867,25.3922,0.1362 
2010-05-06,11.2492,16.3397,18.3610 
2010-05-07,7.3825,21.0971,0.3848 
2010-05-08,3.7364,21.3336,10.7354 
2010-05-09,2.2586,5.5334,0.2946 
2010-05-10,2.9412,9.4088,1.0217e-04 
2010-05-11,5.3118,9.0626,15.4565 
2010-05-12,7.4694,11.5795,9.2355 
2010-05-13,5.4998,16.9859,1.9789 
2010-05-14,15.1135,18.8337,12.3999 
2010-05-15,8.4023,14.8174,9.6878e-04 
2010-05-16,7.1981,15.6853,5.8263e-04 
2010-05-17,12.0589,18.1721,0.1907 
2010-05-18,10.9184,15.6195,6.3113 
2010-05-19,8.3796,18.0738,0.0985 
2010-05-20,12.8987,22.4256,0.0985 
2010-05-21,18.8087,24.8233,0.0287 
2010-05-22,17.6466,23.4098,8.0034 
2010-05-23,16.2102,23.0963,0.5217 
2010-05-24,17.0156,26.4386,0.0016 
2010-05-25,18.5170,25.9466,6.0099e-04 
2010-05-26,20.6075,26.1333,0.0082 
2010-05-27,19.5890,25.5306,9.4536e-05 
2010-05-28,18.3749,24.4543,0.0085 
2010-05-29,18.7927,23.3051,0.0060 
2010-05-30,16.8280,24.8526,0.0016 
2010-05-31,22.0257,27.1938,2.7356 
2010-06-01,18.4333,24.5109,15.1074 
