Meteorological forcing data for the Large Basin Runoff Model.      
eri, 10,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-7.4812,-4.9798,0.3771 
2010-01-02,-10.4719,-5.8656,0.5338 
2010-01-03,-12.4246,-7.5028,0.9340 
2010-01-04,-7.2065,-6.0849,1.6846 
2010-01-05,-7.1362,-5.3627,1.3884 
2010-01-06,-5.4842,-3.2366,1.8322 
2010-01-07,-6.2950,-3.2966,3.6035 
2010-01-08,-8.2606,-4.4770,5.5180 
2010-01-09,-7.4350,-4.8427,0.3803 
2010-01-10,-11.8387,-6.7741,0.7136 
2010-01-11,-10.4054,-6.0979,2.2944 
2010-01-12,-6.9266,-4.2315,1.1605 
2010-01-13,-9.3571,-1.4571,0.0622 
2010-01-14,-4.5465,3.1819,0.0016 
2010-01-15,0.4165,2.2178,0.0790 
2010-01-16,0.1571,2.2800,0.0261 
2010-01-17,-0.2756,3.6376,0.1189 
2010-01-18,-4.6698,1.7698,0.0650 
2010-01-19,-2.9768,-0.7484,0.1989 
2010-01-20,-3.2772,-1.2456,0.0870 
2010-01-21,-6.6033,3.9647,3.0821e-05 
2010-01-22,0.6987,2.4279,1.7506 
2010-01-23,-1.7929,6.0873,0.0239 
2010-01-24,3.2455,8.5064,9.3848 
2010-01-25,0.5772,8.3256,7.9024 
2010-01-26,-5.2734,0.8740,4.2757 
2010-01-27,-9.3789,-3.4111,0.2882 
2010-01-28,-9.8988,-1.8861,1.9695 
2010-01-29,-13.5693,-9.5674,0.1655 
2010-01-30,-11.8886,-7.9056,0.0227 
2010-01-31,-11.4425,-4.6230,2.5710e-04 
2010-02-01,-9.0615,-3.6692,0.0110 
2010-02-02,-5.6906,0.4511,0.1277 
2010-02-03,-2.7051,-0.3005,1.3248 
2010-02-04,-4.9087,1.7465,0.0136 
2010-02-05,-2.7717,0.7849,0.5821 
2010-02-06,-6.3597,-0.2148,4.8663 
2010-02-07,-7.3554,-4.9508,0.2784 
2010-02-08,-6.4581,-3.8316,0.0358 
2010-02-09,-6.3570,-0.2877,9.4848 
2010-02-10,-9.0748,0.2839,7.3791 
2010-02-11,-5.8208,-3.5087,1.3224 
2010-02-12,-6.4261,-4.4198,0.9943 
