Meteorological forcing data for the Large Basin Runoff Model.      
eri, 18,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-2.9780,-0.9677,0.0703 
2010-01-02,-11.6542,-2.3430,0.6828 
2010-01-03,-11.4096,-7.7184,9.0925 
2010-01-04,-9.1383,-7.3837,3.2614 
2010-01-05,-8.9244,-5.2763,3.7131 
2010-01-06,-6.2423,-4.4420,2.6253 
2010-01-07,-5.9185,-2.8017,0.2926 
2010-01-08,-7.6199,-4.1625,11.2001 
2010-01-09,-9.5414,-6.7103,1.1175 
2010-01-10,-10.4869,-3.4509,0.0036 
2010-01-11,-4.6467,-3.0893,4.6590 
2010-01-12,-7.3115,-4.7380,2.2731 
2010-01-13,-7.2826,-0.5868,0.2147 
2010-01-14,-0.7577,3.2981,8.8656e-04 
2010-01-15,1.0007,3.3075,0.1514 
2010-01-16,-0.2645,1.3547,0.0296 
2010-01-17,-0.0166,2.1290,0.0265 
2010-01-18,-2.1629,2.6109,0.0563 
2010-01-19,-2.4512,-0.2141,0.2849 
2010-01-20,-4.1875,-0.3564,0.7396 
2010-01-21,-5.0298,1.6399,9.2580e-04 
2010-01-22,-2.6577,2.4282,5.9559e-04 
2010-01-23,-4.5952,4.7021,2.6589e-04 
2010-01-24,2.4061,7.4765,7.0723 
2010-01-25,0.2221,11.0128,32.1345 
2010-01-26,-2.0334,1.0375,1.5154 
2010-01-27,-4.0901,-0.6675,2.0399 
2010-01-28,-8.9104,-1.7777,9.3005 
2010-01-29,-11.0701,-8.8005,0.9197 
2010-01-30,-13.5206,-9.6670,0.0319 
2010-01-31,-12.1194,-4.0555,0.3396 
2010-02-01,-8.0617,-3.9487,0.4972 
2010-02-02,-5.5085,-3.1882,0.3016 
2010-02-03,-4.5833,-0.0538,0.9480 
2010-02-04,-6.6694,-1.7470,0.0020 
2010-02-05,-4.2798,-0.8128,0.0016 
2010-02-06,-7.5778,-2.8253,0.0637 
2010-02-07,-8.9399,-4.7213,0.1066 
2010-02-08,-10.2710,-1.2430,0.0141 
2010-02-09,-7.6142,-2.4333,0.0944 
2010-02-10,-2.8226,-1.7773,2.0874 
2010-02-11,-8.5711,-1.8657,0.0886 
2010-02-12,-8.5488,-2.3347,0.0138 
2010-02-13,-9.5751,-2.5990,1.2120 
2010-02-14,-5.2413,-1.8846,6.5669 
2010-02-15,-3.3275,-1.8707,4.1756 
2010-02-16,-5.8323,-1.8475,0.0389 
2010-02-17,-5.9739,-0.3535,4.9458 
2010-02-18,-2.4456,0.0836,4.3569 
2010-02-19,-3.0850,1.2680,0.6172 
2010-02-20,-7.1728,0.5277,0.0049 
2010-02-21,-6.3511,0.4870,0.0031 
2010-02-22,-3.4729,1.5160,0.4397 
2010-02-23,-1.2382,2.6757,0.3647 
2010-02-24,-2.8938,-0.0422,0.1019 
2010-02-25,-4.1661,-0.9446,2.6112 
2010-02-26,-3.9693,2.2938,16.8670 
2010-02-27,-1.8315,0.7952,4.3493 
2010-02-28,-0.9524,1.9947,1.2345 
2010-03-01,-0.9512,1.8970,0.0371 
2010-03-02,-4.8415,1.1761,0.0131 
2010-03-03,-2.7398,1.4696,8.9240e-04 
2010-03-04,-3.7668,0.9857,0.0000 
2010-03-05,-4.0219,0.6194,0.0000 
2010-03-06,-4.7307,1.0661,0.0000 
2010-03-07,-4.4456,1.1454,0.0000 
2010-03-08,-3.0733,2.8822,0.0000 
2010-03-09,-1.7894,4.0329,2.2326e-04 
2010-03-10,2.6266,9.9934,3.7075e-05 
2010-03-11,6.8297,13.8370,0.0013 
2010-03-12,6.5890,10.9754,3.9881 
2010-03-13,3.9391,6.9586,6.1338 
2010-03-14,1.9581,4.9675,11.1104 
2010-03-15,1.4440,6.2432,0.1528 
2010-03-16,1.9430,8.2836,0.0015 
2010-03-17,2.1520,7.2124,2.2049e-06 
2010-03-18,2.3070,5.3944,1.3338e-04 
2010-03-19,2.8363,7.8791,1.5455e-04 
2010-03-20,3.9083,7.3344,4.1181e-04 
2010-03-21,-0.6201,9.1456,0.5455 
2010-03-22,1.5033,7.0183,10.8453 
2010-03-23,3.5976,4.3632,2.7281 
2010-03-24,-1.0143,5.1238,0.6276 
2010-03-25,2.0933,6.4799,4.8866 
2010-03-26,-6.3001,1.2066,0.5760 
2010-03-27,-3.8307,6.3879,2.6270e-05 
2010-03-28,3.7430,6.3156,6.1367 
2010-03-29,4.4886,8.7450,2.1164 
2010-03-30,-0.7501,9.1203,0.0153 
2010-03-31,2.0446,8.7785,1.7078e-06 
2010-04-01,8.1652,18.7304,2.0183e-06 
2010-04-02,13.0461,20.4652,0.0000 
2010-04-03,15.2075,24.1797,2.5432e-04 
2010-04-04,4.7804,13.8682,0.0049 
2010-04-05,9.3850,14.5794,0.0467 
2010-04-06,9.5196,15.9591,12.6931 
2010-04-07,12.9419,17.2091,7.7991 
2010-04-08,5.1733,18.4409,20.6827 
2010-04-09,0.2057,5.2451,0.2031 
2010-04-10,-0.1749,7.3017,0.0539 
2010-04-11,6.9436,11.3442,0.0534 
2010-04-12,4.1804,11.9400,4.1954e-04 
2010-04-13,7.0410,13.4966,3.0080e-05 
2010-04-14,7.1432,16.3806,3.5549e-05 
2010-04-15,10.6424,17.6123,2.0634e-04 
2010-04-16,9.8558,13.3498,7.0398 
2010-04-17,2.1219,12.0975,1.1129 
2010-04-18,3.1080,12.0421,0.8848 
2010-04-19,3.4232,13.5099,4.2536e-04 
2010-04-20,6.9405,13.4028,3.3127e-04 
2010-04-21,5.8650,12.9031,5.8752e-05 
2010-04-22,3.3965,9.4343,1.3597e-05 
2010-04-23,2.3020,12.6191,7.8781e-05 
2010-04-24,8.7645,19.7523,8.3738e-05 
2010-04-25,9.7210,16.6273,8.9604 
2010-04-26,8.8703,12.4474,1.4058 
2010-04-27,3.9090,12.0507,0.0157 
2010-04-28,2.7149,11.9701,5.4255e-06 
2010-04-29,4.1233,11.5788,2.0789e-04 
2010-04-30,10.2705,21.6726,3.3201e-04 
2010-05-01,16.3025,23.2082,0.3348 
2010-05-02,15.7862,24.1749,0.0913 
2010-05-03,12.8548,20.2798,2.6915 
2010-05-04,11.0834,14.9083,0.7604 
2010-05-05,11.9592,23.8558,0.0349 
2010-05-06,10.7376,14.8539,18.7526 
2010-05-07,7.2609,16.3295,1.3508 
2010-05-08,3.9711,17.1528,19.3639 
2010-05-09,1.4585,7.9583,0.0301 
2010-05-10,0.6405,10.9559,1.9302e-04 
2010-05-11,6.0614,11.5974,3.7304 
2010-05-12,6.3254,12.7370,4.8528 
2010-05-13,7.0206,16.6376,2.2545 
2010-05-14,11.7123,16.6326,23.1861 
2010-05-15,7.0636,12.8525,3.4331e-04 
2010-05-16,7.0621,18.0717,7.4223e-05 
2010-05-17,12.7545,20.0069,0.0040 
2010-05-18,12.7900,19.2850,0.6588 
2010-05-19,10.1720,20.2445,0.1039 
2010-05-20,12.2362,16.2623,0.0064 
2010-05-21,12.4278,26.3192,0.0011 
2010-05-22,16.9953,25.7553,4.4413 
2010-05-23,16.6387,23.8819,0.3598 
2010-05-24,18.1520,27.3954,1.7329e-07 
2010-05-25,19.5119,27.1706,8.7395e-05 
2010-05-26,21.3994,26.6954,5.2664e-05 
2010-05-27,16.9385,24.1058,0.0000 
2010-05-28,17.9175,26.1136,0.0087 
2010-05-29,17.0961,23.9975,4.8985e-04 
2010-05-30,17.2269,23.1336,0.0026 
2010-05-31,19.1900,25.4628,6.2351e-04 
2010-06-01,17.8631,23.3679,20.1984 
2010-06-02,17.2199,25.8080,0.5348 
2010-06-03,16.2384,20.4421,4.8691 
2010-06-04,16.3078,21.9631,6.4503 
2010-06-05,17.0833,22.3877,20.1103 
2010-06-06,11.7203,21.7463,42.9909 
2010-06-07,12.3521,17.8541,0.0236 
2010-06-08,9.2562,18.0677,2.6870e-04 
2010-06-09,13.1683,18.1591,5.6250 
2010-06-10,14.5761,19.8085,8.0172 
2010-06-11,13.9400,21.0393,0.1299 
2010-06-12,19.4202,22.4525,0.1902 
2010-06-13,17.0793,21.4569,4.2450 
2010-06-14,16.4767,21.7750,1.7515 
2010-06-15,16.0260,23.0982,6.4096e-04 
2010-06-16,19.1139,22.2680,7.6249 
2010-06-17,14.1851,21.6032,0.1062 
2010-06-18,17.4371,24.5845,4.6224e-05 
2010-06-19,20.6622,27.1497,0.0237 
2010-06-20,18.5314,23.2834,0.0230 
2010-06-21,16.5891,23.6549,0.0050 
2010-06-22,18.9414,24.5476,4.8837 
2010-06-23,19.3506,24.4950,0.6971 
2010-06-24,18.9060,26.5524,9.7217 
2010-06-25,15.8874,23.8858,1.4633e-05 
2010-06-26,18.4435,23.3787,0.1212 
2010-06-27,19.4396,23.7262,0.7878 
2010-06-28,18.3154,25.3311,20.0492 
2010-06-29,14.7799,20.3272,0.5824 
2010-06-30,11.0170,17.7748,5.5342e-04 
2010-07-01,10.8344,21.0740,1.9742e-05 
2010-07-02,14.0722,20.9382,2.3332e-05 
2010-07-03,17.8360,24.4235,0.0000 
2010-07-04,20.5942,25.7407,0.0000 
2010-07-05,23.1859,26.3793,3.1240e-04 
