Meteorological forcing data for the Large Basin Runoff Model.      
eri, 07,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-8.7064,-4.3860,0.0782 
2010-01-02,-14.1228,-6.2600,0.1887 
2010-01-03,-17.9690,-6.8903,0.0820 
2010-01-04,-8.0876,-6.3675,1.9853 
2010-01-05,-8.7447,-4.8194,0.3513 
2010-01-06,-4.7711,-2.4669,0.3801 
2010-01-07,-8.0699,-3.1196,4.8614 
2010-01-08,-7.6980,-4.1375,2.4659 
2010-01-09,-14.3697,-6.7350,0.3156 
2010-01-10,-13.0182,-8.4682,0.1487 
2010-01-11,-11.2501,-5.8057,1.4685 
2010-01-12,-7.5200,-5.7719,0.2532 
2010-01-13,-9.4706,-2.9682,0.0072 
2010-01-14,-4.4807,0.7094,0.0052 
2010-01-15,0.0281,1.9559,0.0566 
2010-01-16,-2.3979,0.4003,0.0024 
2010-01-17,-0.9602,1.2186,0.1139 
2010-01-18,-5.4470,-0.6939,0.0239 
2010-01-19,-3.5026,-0.7256,0.0248 
2010-01-20,-4.3339,-1.5448,0.0244 
2010-01-21,-5.7666,1.3292,0.0408 
2010-01-22,-0.3843,1.8667,0.4200 
2010-01-23,-1.1284,4.9220,0.0381 
2010-01-24,3.9241,10.5257,9.1294 
2010-01-25,-0.7199,9.3897,1.2746 
2010-01-26,-5.9758,0.1111,1.2067 
2010-01-27,-10.6720,-3.9841,0.0603 
2010-01-28,-9.6334,-1.7688,0.7207 
2010-01-29,-15.1783,-9.1166,0.0257 
2010-01-30,-10.3662,-7.0901,0.1065 
2010-01-31,-12.0763,-4.0582,0.0155 
2010-02-01,-8.3341,-3.2084,0.0150 
2010-02-02,-5.5221,-0.3451,0.4172 
2010-02-03,-2.5132,0.3564,0.4630 
2010-02-04,-4.8656,1.6361,0.0130 
2010-02-05,-2.5056,1.2419,0.6653 
2010-02-06,-6.6508,-1.0637,3.7827 
2010-02-07,-8.2172,-4.2663,0.1147 
2010-02-08,-5.9502,-4.3479,0.0542 
2010-02-09,-6.3306,-2.1818,10.4530 
2010-02-10,-6.1811,-2.0302,5.9371 
2010-02-11,-7.2180,-3.5947,0.1057 
2010-02-12,-7.6781,-3.8483,0.2782 
2010-02-13,-8.2495,-3.3926,0.3319 
2010-02-14,-7.1320,-3.2131,0.2444 
2010-02-15,-9.8368,-3.8082,0.1270 
2010-02-16,-6.3793,-2.4091,1.0480 
2010-02-17,-5.1115,-0.1685,0.2827 
2010-02-18,-3.3802,-0.0843,0.1036 
2010-02-19,-7.1616,-0.5567,4.9487e-04 
2010-02-20,-4.5424,-0.3562,3.8566e-06 
2010-02-21,-1.1471,0.8049,0.0531 
2010-02-22,-0.2737,1.8232,11.3570 
2010-02-23,-3.4527,-0.3773,0.1906 
2010-02-24,-3.5609,-1.2463,0.8903 
2010-02-25,-5.7331,-2.4028,1.7557 
2010-02-26,-6.0162,-3.4793,5.1245 
