Meteorological forcing data for the Large Basin Runoff Model.      
eri, 09,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-8.4093,-5.3149,0.1286 
2010-01-02,-12.4896,-6.3346,0.2375 
2010-01-03,-16.8499,-8.0252,0.4513 
2010-01-04,-7.8873,-6.8900,1.7759 
2010-01-05,-8.5591,-5.7084,0.8470 
2010-01-06,-5.8781,-3.4528,1.0527 
2010-01-07,-7.3567,-3.6005,4.2015 
2010-01-08,-8.8450,-4.8163,3.5224 
2010-01-09,-11.2654,-5.4635,0.4821 
2010-01-10,-13.5845,-6.9958,0.4934 
2010-01-11,-10.3548,-6.3727,2.0891 
2010-01-12,-6.9709,-4.4981,0.7136 
2010-01-13,-9.8125,-3.5489,0.0152 
2010-01-14,-4.7380,0.4639,0.0060 
2010-01-15,-0.1721,2.0463,0.0631 
2010-01-16,-0.5234,1.8603,0.0160 
2010-01-17,-1.5795,1.7052,0.2022 
2010-01-18,-5.3089,0.1348,0.1399 
2010-01-19,-3.3141,-0.7674,0.0950 
2010-01-20,-3.6383,-1.4973,0.0322 
2010-01-21,-7.0495,3.5058,0.0034 
2010-01-22,0.2759,2.5558,1.3573 
2010-01-23,-1.2121,5.7321,0.0166 
2010-01-24,3.3933,9.6464,10.5222 
2010-01-25,-0.1153,9.0308,5.2064 
2010-01-26,-5.8401,0.3778,2.6349 
2010-01-27,-10.0177,-3.7034,0.1573 
2010-01-28,-10.0251,-1.7770,1.0205 
2010-01-29,-15.0073,-9.6035,0.0568 
2010-01-30,-11.9363,-7.9090,0.0077 
2010-01-31,-11.8953,-4.8006,2.9619e-04 
2010-02-01,-9.3655,-3.7239,0.0013 
2010-02-02,-5.6949,0.1719,0.3385 
2010-02-03,-2.7678,-0.3094,1.1381 
2010-02-04,-4.8441,1.6980,0.0635 
2010-02-05,-2.6682,1.3883,0.7820 
2010-02-06,-6.4119,-0.5457,5.1192 
2010-02-07,-7.9022,-5.0691,0.2119 
2010-02-08,-7.5369,-5.2047,0.0624 
2010-02-09,-6.5417,-0.7208,11.0408 
2010-02-10,-8.9705,-0.3656,5.6729 
2010-02-11,-7.0167,-4.2706,0.5163 
2010-02-12,-7.7465,-4.9071,0.4764 
2010-02-13,-8.3999,-4.9385,0.4355 
2010-02-14,-7.0308,-4.0493,0.7326 
2010-02-15,-9.9376,-4.2191,0.4836 
2010-02-16,-6.8738,-3.0036,2.8433 
2010-02-17,-5.8428,-1.2661,0.4920 
2010-02-18,-2.6889,-1.0659,0.2201 
