Meteorological forcing data for the Large Basin Runoff Model.      
stc, 07,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-7.0480,-4.0387,0.7031 
2010-01-02,-11.6465,-6.6767,3.7928 
2010-01-03,-12.5556,-5.7105,4.6028 
2010-01-04,-7.3998,-5.1801,5.6182 
2010-01-05,-7.3308,-3.7310,4.3455 
2010-01-06,-4.8089,-2.8123,0.3870 
2010-01-07,-6.3847,-2.9681,1.3596 
2010-01-08,-7.4671,-4.2976,6.5128 
2010-01-09,-10.5866,-5.5694,0.7474 
2010-01-10,-10.6888,-5.6731,0.0853 
2010-01-11,-10.2212,-6.4504,1.5758 
2010-01-12,-10.2461,-3.9774,0.4698 
2010-01-13,-8.7183,-2.7615,1.3423e-04 
2010-01-14,-3.8210,0.2596,1.2291e-04 
2010-01-15,-0.4454,1.9122,0.0291 
2010-01-16,-4.4228,-0.2824,0.0028 
2010-01-17,-2.9156,1.2566,0.0032 
2010-01-18,-5.7876,0.5377,0.0061 
2010-01-19,-2.8934,-0.0311,0.4883 
2010-01-20,-5.0876,-0.7932,0.4119 
2010-01-21,-9.0544,0.2042,8.4289e-04 
2010-01-22,-2.2337,1.5125,0.0101 
2010-01-23,-4.0060,1.7144,0.0437 
2010-01-24,1.5699,4.9137,7.4513 
2010-01-25,0.3075,6.1832,8.4390 
2010-01-26,-3.7294,-0.0039,1.5265 
2010-01-27,-7.5191,-0.4701,0.3689 
2010-01-28,-10.6812,-4.3939,0.9490 
2010-01-29,-15.0376,-8.8441,0.0856 
2010-01-30,-15.4885,-8.9912,0.0683 
2010-01-31,-11.4158,-4.2393,0.1770 
2010-02-01,-10.8151,-4.3251,0.0866 
2010-02-02,-6.2629,-2.9406,0.9025 
2010-02-03,-4.7960,-1.0793,1.2083 
2010-02-04,-6.1005,-0.8794,0.0063 
2010-02-05,-3.8491,-0.0863,2.9494e-04 
2010-02-06,-10.1677,-1.7758,0.0010 
2010-02-07,-11.3936,-4.1156,0.0332 
2010-02-08,-7.1811,-2.0378,0.0036 
2010-02-09,-9.9534,-3.4809,3.9279 
2010-02-10,-3.9305,-2.5837,11.2193 
2010-02-11,-5.4007,-3.7744,1.0984 
2010-02-12,-9.8189,-3.3236,0.0301 
2010-02-13,-6.8106,-3.6853,0.0413 
2010-02-14,-7.8605,-1.4175,0.1510 
2010-02-15,-6.3284,-1.8223,0.2264 
2010-02-16,-6.1509,-2.2564,1.8037 
2010-02-17,-4.7966,-0.7526,0.5043 
2010-02-18,-3.5948,-0.7849,0.0116 
2010-02-19,-6.3288,0.3416,5.1296e-04 
