Meteorological forcing data for the Large Basin Runoff Model.      
eri, 16,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-4.3327,-1.4767,1.2640 
2010-01-02,-12.8509,-4.0456,2.2185 
2010-01-03,-12.7321,-10.2495,6.4360 
2010-01-04,-11.1093,-9.4599,2.1630 
2010-01-05,-10.0115,-7.9448,2.0558 
2010-01-06,-7.9753,-6.1454,2.3712 
2010-01-07,-6.7213,-2.9506,1.0041 
2010-01-08,-9.2791,-4.0692,6.2331 
2010-01-09,-11.6755,-8.8002,0.9234 
2010-01-10,-12.4076,-5.7357,0.2853 
2010-01-11,-10.7740,-6.0519,1.1705 
2010-01-12,-8.7979,-7.6129,1.4319 
2010-01-13,-8.5515,-1.4092,0.3761 
2010-01-14,-5.9351,3.3054,1.5292e-04 
2010-01-15,-0.9616,1.2110,0.6380 
2010-01-16,-2.6310,2.0612,0.0363 
2010-01-17,-2.0441,5.1821,0.3469 
2010-01-18,-1.0853,2.7717,0.5843 
2010-01-19,-3.0528,-1.4482,0.6605 
2010-01-20,-4.9371,-2.3968,1.7364 
2010-01-21,-7.9685,1.7328,0.0025 
2010-01-22,-3.0741,3.0128,1.4831e-04 
2010-01-23,-6.2846,4.5169,0.0286 
2010-01-24,0.3084,6.2267,6.5122 
2010-01-25,0.2110,11.3363,30.1174 
2010-01-26,-3.7367,0.1006,1.9221 
2010-01-27,-6.1604,-3.4752,2.2488 
2010-01-28,-10.9580,-3.3958,8.8577 
2010-01-29,-12.0774,-10.2394,1.4569 
2010-01-30,-16.3425,-11.5242,0.2776 
2010-01-31,-15.2802,-6.8484,0.2517 
2010-02-01,-8.5172,-6.1401,2.6134 
2010-02-02,-9.6877,-3.3078,0.4924 
2010-02-03,-5.0430,-2.8123,1.2959 
2010-02-04,-8.0449,-2.0312,0.2115 
2010-02-05,-5.9839,-0.4400,0.0095 
2010-02-06,-9.5462,-2.4905,0.0929 
2010-02-07,-10.7765,-7.4318,0.3491 
2010-02-08,-10.7614,-4.6667,0.2964 
2010-02-09,-9.8247,-1.8303,0.3352 
2010-02-10,-4.0468,-1.8763,7.2897 
2010-02-11,-8.3277,-3.9280,1.3464 
2010-02-12,-8.0986,-4.4187,0.6643 
2010-02-13,-9.1927,-5.3108,0.9930 
2010-02-14,-6.8893,-3.6199,9.4489 
2010-02-15,-4.5428,-0.0691,6.3493 
2010-02-16,-7.2561,-2.6080,0.7869 
2010-02-17,-6.5514,-2.7660,5.5078 
2010-02-18,-3.7973,-2.7207,5.6205 
2010-02-19,-4.0326,-1.7495,1.4185 
2010-02-20,-6.8565,-0.2408,0.2105 
2010-02-21,-6.3061,0.5253,0.1270 
2010-02-22,-3.4801,1.4790,0.7768 
2010-02-23,-0.9488,1.9357,0.4645 
2010-02-24,-3.4708,-0.4695,0.2242 
2010-02-25,-6.0051,-2.2864,2.2579 
2010-02-26,-7.3495,0.3696,15.7367 
2010-02-27,-4.7235,-1.1695,5.6398 
2010-02-28,-2.2782,0.0243,3.5754 
2010-03-01,-2.3788,-0.4174,1.1147 
2010-03-02,-6.7610,1.2183,0.3017 
2010-03-03,-3.0112,0.8683,0.1030 
2010-03-04,-5.2886,-0.5277,0.0170 
2010-03-05,-5.6736,0.1369,0.0372 
2010-03-06,-7.0790,2.3407,0.0104 
2010-03-07,-2.5676,4.7989,0.0042 
