Meteorological forcing data for the Large Basin Runoff Model.      
eri, 17,   <- lake basin, subbasin            
yyyy-mm-dd, Tmin(C), Tmax(C), Prec(mm)                             
2010-01-01,-3.6902,-0.9797,0.7678 
2010-01-02,-12.3980,-2.9563,1.9807 
2010-01-03,-12.0729,-9.3064,7.3081 
2010-01-04,-10.1772,-8.4882,2.3171 
2010-01-05,-9.2499,-7.1467,1.9991 
2010-01-06,-7.2381,-5.7292,2.3911 
2010-01-07,-6.0651,-3.0586,0.7260 
2010-01-08,-8.5418,-4.4353,5.8175 
2010-01-09,-10.7712,-7.8536,0.7041 
2010-01-10,-10.9199,-4.0768,0.1346 
2010-01-11,-8.9299,-4.0290,1.4980 
2010-01-12,-8.0032,-6.8580,1.5382 
2010-01-13,-7.5916,-1.2928,0.2123 
2010-01-14,-4.6931,3.8901,0.0022 
2010-01-15,-0.1148,2.4817,0.4915 
2010-01-16,-1.4613,1.7533,0.0227 
2010-01-17,-1.6134,5.0219,0.0737 
2010-01-18,-1.7255,3.6695,0.3531 
2010-01-19,-2.5096,-0.9985,0.7715 
2010-01-20,-4.4380,-1.5698,2.2164 
2010-01-21,-7.2589,2.2410,0.0065 
2010-01-22,-3.1462,2.9214,0.0017 
2010-01-23,-6.5304,5.3226,0.0308 
2010-01-24,1.3440,7.7390,8.5425 
2010-01-25,0.1965,12.1373,29.2306 
2010-01-26,-3.0771,0.6120,2.6099 
2010-01-27,-5.0933,-2.2276,3.0844 
2010-01-28,-10.0410,-2.8320,12.7373 
2010-01-29,-11.4104,-9.7004,0.5174 
2010-01-30,-15.4522,-11.0314,0.1951 
2010-01-31,-14.0443,-5.8231,1.1511 
2010-02-01,-8.1442,-5.0391,2.2041 
2010-02-02,-8.1525,-2.7641,0.3557 
2010-02-03,-4.7381,-1.8887,1.3746 
2010-02-04,-7.1188,-2.0886,0.1183 
2010-02-05,-4.9096,-0.4315,0.0047 
2010-02-06,-8.7837,-2.7769,0.1235 
2010-02-07,-9.9143,-6.9952,0.3175 
2010-02-08,-9.5571,-3.2414,0.2353 
2010-02-09,-8.6753,-1.6825,0.2001 
2010-02-10,-3.2803,-1.5373,5.7114 
2010-02-11,-8.1608,-2.8818,0.6120 
2010-02-12,-7.9151,-3.7027,0.3036 
2010-02-13,-9.3467,-4.3520,1.1360 
2010-02-14,-6.2563,-3.2709,9.2413 
2010-02-15,-3.4520,-0.9414,9.3625 
2010-02-16,-6.4683,-2.9371,0.3095 
2010-02-17,-5.9352,-1.8929,5.5822 
2010-02-18,-3.2059,-1.8276,5.6801 
2010-02-19,-3.5324,-1.0446,0.8860 
2010-02-20,-6.9946,-0.4645,0.1172 
2010-02-21,-6.5288,-0.2449,0.0400 
2010-02-22,-3.7163,2.1848,0.6457 
2010-02-23,-1.0687,2.4802,0.5945 
2010-02-24,-3.3362,-0.3954,0.1589 
2010-02-25,-5.4378,-1.8931,2.8713 
2010-02-26,-5.5555,1.0910,20.4588 
2010-02-27,-3.3229,-0.1522,6.3931 
2010-02-28,-1.4457,0.6006,3.2759 
2010-03-01,-1.6596,0.2394,0.8530 
2010-03-02,-6.3257,0.5755,0.2405 
2010-03-03,-2.8494,1.4821,0.0437 
2010-03-04,-4.5173,-0.1717,0.0035 
2010-03-05,-4.8969,0.0720,0.0081 
2010-03-06,-6.6042,1.4143,0.0058 
2010-03-07,-2.9195,3.1108,0.0032 
2010-03-08,-1.3278,4.1791,3.5305e-05 
2010-03-09,0.1436,5.8705,6.7557e-07 
2010-03-10,5.5890,10.2586,0.0030 
2010-03-11,6.2045,12.4918,0.1234 
2010-03-12,4.8164,8.7552,2.3931 
2010-03-13,2.8484,5.6198,4.5252 
2010-03-14,1.1306,2.8426,5.9070 
2010-03-15,0.5078,2.7233,0.7200 
2010-03-16,1.2216,6.8087,0.0215 
2010-03-17,3.2802,7.7468,3.0954e-05 
2010-03-18,3.8596,7.2920,2.0195e-04 
2010-03-19,3.3576,8.9996,2.0008e-04 
2010-03-20,2.7530,7.4468,5.6234e-05 
2010-03-21,-0.8090,7.1173,0.1972 
2010-03-22,0.6883,6.1461,8.0398 
2010-03-23,1.7301,2.6891,9.7601 
2010-03-24,-2.8928,5.1092,1.5736 
2010-03-25,0.7463,7.7496,8.8412 
2010-03-26,-6.8146,-0.5292,1.8810 
2010-03-27,-6.8754,5.4370,6.2043e-07 
2010-03-28,1.8838,6.2685,4.5511 
2010-03-29,4.5653,6.1299,2.4784 
2010-03-30,-1.9898,6.5898,0.0294 
2010-03-31,1.4656,9.6674,4.2598e-04 
2010-04-01,8.8838,19.3727,0.0000 
2010-04-02,14.8381,23.6203,0.0000 
2010-04-03,14.7198,24.9529,0.0153 
2010-04-04,6.8888,16.1782,0.0394 
2010-04-05,12.5669,17.0201,0.1156 
2010-04-06,14.3463,18.9912,8.1683 
2010-04-07,17.0960,21.0184,2.9423 
2010-04-08,6.7412,23.1902,9.2481 
2010-04-09,-0.0406,6.4284,1.1864 
2010-04-10,-0.1395,12.2870,0.3300 
2010-04-11,6.3510,13.6824,0.3337 
2010-04-12,4.3063,10.8197,0.0159 
2010-04-13,5.9633,12.8127,0.0056 
2010-04-14,6.7925,16.5120,8.0358e-05 
2010-04-15,11.2828,20.9484,0.0063 
2010-04-16,12.3986,19.0674,8.3095 
2010-04-17,1.2575,12.1547,0.6705 
2010-04-18,1.0510,9.5949,1.0217 
2010-04-19,1.9326,11.9532,0.0029 
2010-04-20,5.6164,14.8373,0.0023 
2010-04-21,8.6539,15.1784,0.0037 
2010-04-22,3.1191,12.3600,0.0143 
2010-04-23,2.2899,12.2888,6.0502e-04 
2010-04-24,7.7969,19.5769,6.4126e-04 
2010-04-25,9.6272,15.5872,8.9845 
2010-04-26,7.9754,10.5444,6.1112 
2010-04-27,1.7195,10.4379,0.1879 
2010-04-28,1.9356,10.3785,0.0047 
2010-04-29,3.8714,13.4068,8.0065e-05 
2010-04-30,11.2085,22.1894,8.3312e-04 
2010-05-01,18.4991,26.6403,0.0166 
2010-05-02,17.7390,26.3248,0.3981 
2010-05-03,14.8843,23.7726,3.0775 
2010-05-04,11.5475,16.8179,0.4791 
2010-05-05,14.0512,24.8620,0.4045 
2010-05-06,11.1590,21.1055,22.4408 
2010-05-07,6.0496,17.4932,0.9391 
2010-05-08,2.7893,17.8491,16.6822 
2010-05-09,0.4768,6.0252,1.0706 
2010-05-10,0.4189,9.4224,2.2984e-04 
2010-05-11,4.4000,10.8949,5.2328 
2010-05-12,5.5999,11.1609,7.3047 
2010-05-13,5.8231,16.9897,1.3876 
2010-05-14,13.7180,18.0238,14.5318 
2010-05-15,7.4240,13.4437,0.0029 
2010-05-16,6.6549,17.6613,0.0078 
2010-05-17,11.4653,19.3442,0.0126 
2010-05-18,12.3924,19.5284,3.8182 
2010-05-19,9.8979,19.3051,0.2152 
2010-05-20,12.3532,21.9854,0.0420 
2010-05-21,17.7476,26.3701,0.0083 
2010-05-22,19.9087,25.0664,1.3698 
2010-05-23,16.1503,23.7523,1.0014 
2010-05-24,17.3501,27.7069,3.3459e-06 
2010-05-25,19.4763,26.9906,2.6092e-04 
2010-05-26,20.3806,26.7228,0.0021 
2010-05-27,19.6607,26.0074,0.0103 
2010-05-28,20.0517,25.8275,0.2154 
2010-05-29,18.8029,24.1127,0.0311 
2010-05-30,17.0341,24.9451,0.0053 
2010-05-31,22.6058,27.9481,0.0433 
2010-06-01,18.1104,26.0100,15.5823 
2010-06-02,16.8995,27.6950,0.0169 
2010-06-03,16.2049,22.2869,10.1100 
2010-06-04,15.8761,23.0489,4.7055 
2010-06-05,17.6220,22.7021,15.6591 
2010-06-06,11.1079,20.7902,57.3642 
2010-06-07,11.5550,16.1092,0.0892 
2010-06-08,8.9171,17.4899,0.0118 
2010-06-09,12.4214,18.1626,4.9464 
2010-06-10,14.1354,18.1544,6.2168 
2010-06-11,13.7420,22.3354,0.0360 
2010-06-12,19.1187,24.6852,0.1174 
2010-06-13,18.1163,20.2955,4.0998 
2010-06-14,16.0882,21.1689,1.4395 
2010-06-15,15.1316,22.7444,0.3419 
2010-06-16,18.8603,22.6515,4.8566 
2010-06-17,12.8778,21.1146,1.2609 
2010-06-18,16.9435,26.2083,0.0025 
2010-06-19,19.6467,28.3175,1.0890 
2010-06-20,18.8156,25.0860,1.1610 
2010-06-21,16.0078,24.2972,0.0563 
2010-06-22,19.0019,24.4781,8.4123 
2010-06-23,18.5757,27.4410,0.9739 
2010-06-24,18.6564,27.7877,17.9476 
2010-06-25,15.3325,21.2963,0.1317 
2010-06-26,17.8790,23.6060,0.0747 
2010-06-27,20.0610,28.5048,0.3993 
2010-06-28,18.3985,28.7324,16.0743 
2010-06-29,14.7765,19.0360,0.3199 
2010-06-30,11.1463,15.9580,0.0416 
2010-07-01,11.3262,18.9820,0.0055 
2010-07-02,13.2107,21.4654,0.0020 
2010-07-03,17.3140,24.4565,5.4929e-06 
2010-07-04,20.9190,26.8838,8.6168e-06 
2010-07-05,23.7364,28.8625,1.0183e-05 
2010-07-06,25.5995,29.4465,0.0033 
2010-07-07,25.7220,29.7710,0.0077 
2010-07-08,24.9990,30.4031,0.0531 
2010-07-09,19.4567,27.7895,21.4588 
2010-07-10,18.0186,23.7898,0.6573 
2010-07-11,20.4069,26.0522,0.0033 
