gaugeID,Lat,Lon,Row_Lon,Col_Lat,Area/m2 
04159900,42.991772,-82.955139,22,25,4.2919773337e+07
04159900,43.112400,-82.879395,23,25,1.8442668041e+08
04159900,43.232952,-82.803223,24,25,1.2489950810e+07
04159900,43.048904,-83.126221,22,26,1.0083993999e+08
04159900,43.169724,-83.050659,23,26,9.1535657103e+07
04160600,42.934387,-82.784393,22,24,6.2143289008e+07
04160600,42.871044,-83.030518,21,25,1.3181639197e+07
04160600,42.991772,-82.955139,22,25,1.5976282950e+08
04160600,43.112400,-82.879395,23,25,61545.0869573057
04160600,42.927986,-83.201355,21,26,6.3938787092e+07
04160600,43.048904,-83.126221,22,26,7.3783123785e+07
04161820,42.572517,-83.009979,19,24,2.0642251096e+07
04161820,42.693233,-82.935181,20,24,1.0771291617e+06
04161820,42.629341,-83.180084,19,25,1.0309964151e+08
04161820,42.750229,-83.105499,20,25,1.6997830258e+08
04161820,42.871044,-83.030518,21,25,1.1940888271e+07
04161820,42.685905,-83.350494,19,26,1.2229760696e+08
04161820,42.806992,-83.276123,20,26,1.9179077166e+08
04161820,42.927986,-83.201355,21,26,1.0728873421e+07
04161820,42.863483,-83.447083,20,27,3.8546919439e+07
04164000,42.515457,-82.840179,19,23,894343.9302445450
04164000,42.451748,-83.084381,18,24,1.4246400911e+08
04164000,42.572517,-83.009979,19,24,1.8148478947e+08
04164000,42.693233,-82.935181,20,24,1.0771291617e+06
04164000,42.508377,-83.254272,18,25,6.4625389791e+07
04164000,42.629341,-83.180084,19,25,1.7451475579e+08
04164000,42.750229,-83.105499,20,25,1.6997830258e+08
04164000,42.871044,-83.030518,21,25,1.1940888271e+07
04164000,42.685905,-83.350494,19,26,1.2229760696e+08
04164000,42.806992,-83.276123,20,26,1.9179077166e+08
04164000,42.927986,-83.201355,21,26,1.0728873421e+07
04164000,42.863483,-83.447083,20,27,3.8546919439e+07
04165500,42.515457,-82.840179,19,23,1.5408405141e+06
04165500,42.635967,-82.765167,20,23,2.7126521538e+06
04165500,42.756397,-82.689758,21,23,647.8662376278
04165500,42.451748,-83.084381,18,24,1.4246400911e+08
04165500,42.572517,-83.009979,19,24,2.2373858850e+08
04165500,42.693233,-82.935181,20,24,2.2099710522e+08
04165500,42.813850,-82.859985,21,24,1.9040274706e+08
04165500,42.934387,-82.784393,22,24,8.8372561709e+06
04165500,42.508377,-83.254272,18,25,6.4625389791e+07
04165500,42.629341,-83.180084,19,25,1.7451475579e+08
04165500,42.750229,-83.105499,20,25,2.2566905449e+08
04165500,42.871044,-83.030518,21,25,2.1249190515e+08
04165500,42.991772,-82.955139,22,25,1.5923938478e+07
04165500,42.685905,-83.350494,19,26,1.2229760696e+08
04165500,42.806992,-83.276123,20,26,1.9179077166e+08
04165500,42.927986,-83.201355,21,26,1.9806667551e+07
04165500,42.863483,-83.447083,20,27,3.8546919439e+07
04166100,42.387329,-83.328064,17,25,3.1180647746e+06
04166100,42.508377,-83.254272,18,25,1.1399403752e+08
04166100,42.629341,-83.180084,19,25,5.1148091812e+07
04166100,42.443516,-83.498047,17,26,96822.0923380107
04166100,42.564751,-83.424469,18,26,1.6776027184e+08
04166100,42.685905,-83.350494,19,26,1.0354968297e+08
04166100,42.806992,-83.276123,20,26,1.0038419673e+07
04166100,42.620872,-83.594971,18,27,8.2062914714e+07
04166100,42.742214,-83.521240,19,27,1.1487511758e+08
04166100,42.863483,-83.447083,20,27,5.5349351379e+06
04166500,42.387329,-83.328064,17,25,1.4044232906e+08
04166500,42.508377,-83.254272,18,25,1.5854449562e+08
04166500,42.629341,-83.180084,19,25,5.1148091812e+07
04166500,42.443516,-83.498047,17,26,4.7976366841e+07
04166500,42.564751,-83.424469,18,26,2.1015189246e+08
04166500,42.685905,-83.350494,19,26,1.0354968297e+08
04166500,42.806992,-83.276123,20,26,1.0038419673e+07
04166500,42.620872,-83.594971,18,27,8.2062914714e+07
04166500,42.742214,-83.521240,19,27,1.1487511758e+08
04166500,42.863483,-83.447083,20,27,5.5349351379e+06
04174500,42.443516,-83.498047,17,26,3.9427456922e+07
04174500,42.564751,-83.424469,18,26,5.1655079488e+06
04174500,42.134686,-83.886108,14,27,7.1760635168e+06
04174500,42.256348,-83.813904,15,27,1.3222504976e+08
04174500,42.377949,-83.741302,16,27,1.9601051357e+08
04174500,42.499458,-83.668335,17,27,2.2573835426e+08
04174500,42.620872,-83.594971,18,27,1.1233800796e+08
04174500,42.742214,-83.521240,19,27,879573.3033241630
04174500,42.189816,-84.056061,14,28,9.7006378214e+07
04174500,42.311672,-83.984070,15,28,2.2609746043e+08
04174500,42.433441,-83.911682,16,28,2.2389165451e+08
04174500,42.555138,-83.838928,17,28,1.4802991404e+08
04174500,42.676746,-83.765778,18,28,1.4705178552e+07
04174500,42.244690,-84.226288,14,29,6.6054487258e+06
04174500,42.366734,-84.154510,15,29,6.3409305451e+07
04174500,42.488689,-84.082367,16,29,1.3963334876e+08
04174500,42.543678,-84.253326,16,30,4.9711266275e+06
04176500,41.780861,-83.691284,12,25,5.4135240207e+06
04176500,41.902298,-83.619385,13,25,7.8521583181e+07
04176500,42.023674,-83.547119,14,25,6.7037778324e+07
04176500,41.592613,-84.002441,10,26,1.2151418834e+07
04176500,41.714405,-83.931519,11,26,9.4830237372e+07
04176500,41.836121,-83.860199,12,26,2.1096796306e+08
04176500,41.957756,-83.788513,13,26,2.2576105945e+08
04176500,42.079308,-83.716492,14,26,1.8169615362e+08
04176500,42.200787,-83.644043,15,26,2.6639613936e+07
04176500,41.647259,-84.171204,10,27,3.5335911782e+07
04176500,41.769238,-84.100494,11,27,2.0407000703e+08
04176500,41.891132,-84.029419,12,27,2.2597283462e+08
04176500,42.012947,-83.957947,13,27,2.2597563470e+08
04176500,42.134686,-83.886108,14,27,2.1880899908e+08
04176500,42.256348,-83.813904,15,27,7.9173039137e+07
04176500,41.823826,-84.269775,11,28,9.5216827746e+07
04176500,41.945908,-84.198914,12,28,1.9568109352e+08
04176500,42.067898,-84.127686,13,28,2.2603367415e+08
04176500,42.189816,-84.056061,14,28,1.2044418337e+08
04176500,42.000423,-84.368683,12,29,7.4909005418e+07
04176500,42.122593,-84.297668,13,29,1.5287287309e+08
04176500,42.244690,-84.226288,14,29,5.1558689953e+06
04176500,42.054684,-84.538757,12,30,2.1860754696e+07
04176500,42.177044,-84.467987,13,30,1.6198765885e+07
04177000,41.603996,-83.594391,11,24,1.2819291361e+07
04177000,41.659321,-83.762817,11,25,7.4073228003e+07
04177000,41.780861,-83.691284,12,25,8.8629063894e+07
04177000,41.714405,-83.931519,11,26,4.0932433592e+07
04177000,41.836121,-83.860199,12,26,1.1189724142e+07
04193500,40.588795,-83.586945,4,21,5.7341400029e+06
04193500,40.710136,-83.517151,5,21,6.2410504416e+07
04193500,40.831413,-83.447021,6,21,9.2467280498e+07
04193500,40.952602,-83.376526,7,21,6.5443312174e+07
04193500,41.073700,-83.305664,8,21,6.8572495292e+06
04193500,40.643562,-83.753082,4,22,1.1703046673e+07
04193500,40.765087,-83.683502,5,22,2.2205921661e+08
04193500,40.886543,-83.613556,6,22,2.2524968501e+08
04193500,41.007915,-83.543274,7,22,2.1412923388e+08
04193500,41.129200,-83.472595,8,22,5.3421326062e+06
04193500,40.454494,-84.057190,2,23,1.6307632656e+06
04193500,40.576336,-83.988525,3,23,6.9644399506e+07
04193500,40.698109,-83.919495,4,23,1.5618558846e+08
04193500,40.819809,-83.850128,5,23,2.2537742290e+08
04193500,40.941444,-83.780396,6,23,2.2537839467e+08
04193500,41.063000,-83.710297,7,23,1.4752037264e+08
04193500,40.386330,-84.291595,1,24,3.9789766913e+07
04193500,40.508434,-84.223480,2,24,1.9035820150e+08
04193500,40.630455,-84.154999,3,24,2.2551810307e+08
04193500,40.752403,-84.086182,4,24,2.2549263919e+08
04193500,40.874287,-84.017029,5,24,2.2552580550e+08
04193500,40.996101,-83.947479,6,24,2.2556554693e+08
04193500,41.117840,-83.877594,7,24,2.1366127309e+08
04193500,41.239487,-83.807343,8,24,1.2455131849e+08
04193500,41.361053,-83.736725,9,24,1.5322974349e+08
04193500,41.482571,-83.665741,10,24,5.8786932616e+07
04193500,40.439846,-84.457947,1,25,7.3829545042e+07
04193500,40.562138,-84.390015,2,25,1.8933121995e+08
04193500,40.684334,-84.321777,3,25,2.2561362077e+08
04193500,40.806461,-84.253143,4,25,2.2567263486e+08
04193500,40.928524,-84.184174,5,25,2.2565729178e+08
04193500,41.050518,-84.114868,6,25,2.2566864941e+08
04193500,41.172440,-84.045166,7,25,2.2560390725e+08
04193500,41.294262,-83.975128,8,25,2.2561584519e+08
04193500,41.416019,-83.904724,9,25,2.1007778103e+08
04193500,41.537712,-83.833954,10,25,1.9840492283e+07
04193500,40.493141,-84.624542,1,26,4.0981928937e+06
04193500,40.615593,-84.556824,2,26,2.1238596383e+08
04193500,40.737976,-84.488770,3,26,2.2577317285e+08
04193500,40.860279,-84.420380,4,26,2.2583795261e+08
04193500,40.982525,-84.351624,5,26,2.2583448069e+08
04193500,41.104694,-84.282501,6,26,2.2584886288e+08
04193500,41.226791,-84.213013,7,26,2.2581858027e+08
04193500,41.348797,-84.143188,8,26,2.2581199596e+08
04193500,41.470730,-84.072998,9,26,2.2583461855e+08
04193500,41.592613,-84.002441,10,26,1.1288165209e+08
04193500,40.546181,-84.791443,1,27,8.4195625436e+06
04193500,40.668823,-84.723938,2,27,2.2124140807e+08
04193500,40.791378,-84.656067,3,27,2.2593129813e+08
04193500,40.913853,-84.587891,4,27,2.2596542828e+08
04193500,41.036278,-84.519348,5,27,2.2594764264e+08
04193500,41.158630,-84.450439,6,27,2.2599051204e+08
04193500,41.280895,-84.381165,7,27,2.2591089706e+08
04193500,41.403088,-84.311554,8,27,2.2588660252e+08
04193500,41.525204,-84.241577,9,27,2.2594114698e+08
04193500,41.647259,-84.171204,10,27,1.9064489905e+08
04193500,41.769238,-84.100494,11,27,2.1908438481e+07
04193500,40.598991,-84.958557,1,28,2.1247589579e+07
04193500,40.721806,-84.891266,2,28,2.2603910281e+08
04193500,40.844528,-84.823639,3,28,2.2606985519e+08
04193500,40.967190,-84.755676,4,28,2.2609928908e+08
04193500,41.089787,-84.687317,5,28,2.2609804053e+08
04193500,41.212311,-84.618652,6,28,2.2610070456e+08
04193500,41.334774,-84.549591,7,28,2.2611500844e+08
04193500,41.457130,-84.480164,8,28,2.2613659072e+08
04193500,41.579433,-84.410400,9,28,2.2614511979e+08
04193500,41.701660,-84.340271,10,28,2.2612457055e+08
04193500,41.823826,-84.269775,11,28,1.3086942247e+08
04193500,41.945908,-84.198914,12,28,3.0341388058e+07
04193500,40.651554,-85.125977,1,29,196573.9477672279
04193500,40.774544,-85.058899,2,29,1.6563965003e+08
04193500,40.897442,-84.991486,3,29,2.2622021046e+08
04193500,41.020275,-84.923706,4,29,2.2626132364e+08
04193500,41.143047,-84.855591,5,29,2.2625547214e+08
04193500,41.265759,-84.787109,6,29,2.2625808806e+08
04193500,41.388382,-84.718292,7,29,2.2623001631e+08
04193500,41.510933,-84.649109,8,29,2.2621117884e+08
04193500,41.633404,-84.579559,9,29,2.2622056015e+08
04193500,41.755821,-84.509644,10,29,2.2623512246e+08
04193500,41.878155,-84.439331,11,29,2.1753289056e+08
04193500,42.000423,-84.368683,12,29,1.4487843092e+08
04193500,40.827038,-85.226776,2,30,3.3362380999e+07
04193500,40.950111,-85.159576,3,30,1.8123996113e+08
04193500,41.073120,-85.092041,4,30,2.2639883681e+08
04193500,41.196072,-85.024109,5,30,2.2638377652e+08
04193500,41.318951,-84.955872,6,30,2.2637820053e+08
04193500,41.441761,-84.887268,7,30,2.2635331752e+08
04193500,41.564480,-84.818298,8,30,2.2631329916e+08
04193500,41.687134,-84.748962,9,30,2.2474405166e+08
04193500,41.809723,-84.679260,10,30,2.1530098307e+08
04193500,41.932243,-84.609192,11,30,4.2851887484e+07
04193500,41.002537,-85.327942,3,31,9.7733376021e+06
04193500,41.125721,-85.260620,4,31,7.1672780546e+07
04193500,41.248840,-85.192932,5,31,1.3128453102e+08
04193500,41.371895,-85.124878,6,31,2.2650670471e+08
04193500,41.494881,-85.056519,7,31,1.5803234818e+08
04193500,41.617779,-84.987762,8,31,2.7563328704e+07
04193500,41.740608,-84.918640,9,31,3.6620269782e+07
04193500,41.863380,-84.849182,10,31,2.2829177231e+07
04193500,41.301369,-85.362000,5,32,4.3140380971e+07
04193500,41.424599,-85.294189,6,32,4.5121836375e+07
04193500,41.547760,-85.226013,7,32,6.6048413808e+06
04195820,41.073700,-83.305664,8,21,100243.4797197109
04195820,41.007915,-83.543274,7,22,1.1095743795e+07
04195820,41.129200,-83.472595,8,22,1.8159192846e+08
04195820,41.250404,-83.401581,9,22,1.3263552061e+08
04195820,41.371548,-83.330200,10,22,1.4856920426e+08
04195820,41.492603,-83.258423,11,22,8.9800993828e+07
04195820,41.063000,-83.710297,7,23,7.7669957473e+07
04195820,41.184460,-83.639832,8,23,2.2531851673e+08
04195820,41.305855,-83.569031,9,23,2.2315339077e+08
04195820,41.427177,-83.497803,10,23,1.1726051592e+08
04195820,41.548428,-83.426270,11,23,437985.6943341494
04195820,41.117840,-83.877594,7,24,1.1825462214e+07
04195820,41.239487,-83.807343,8,24,1.0094008097e+08
04195820,41.361053,-83.736725,9,24,5.1226049441e+07
04196800,40.599506,-83.185303,5,19,3.4029368268e+07
04196800,40.654942,-83.351105,5,20,1.8845270589e+08
04196800,40.776024,-83.280762,6,20,9.8587552604e+07
04196800,40.588795,-83.586945,4,21,618843.9001352191
04196800,40.710136,-83.517151,5,21,1.4710283503e+08
04196800,40.831413,-83.447021,6,21,1.3052433349e+08
04196800,40.952602,-83.376526,7,21,6.2936728233e+07
04197100,40.905743,-82.806519,8,18,2.6444492638e+07
04197100,41.026203,-82.734741,9,18,4.6778021284e+07
04197100,40.961967,-82.972626,8,19,9.1870381273e+07
04197100,41.082619,-82.901001,9,19,1.1289450965e+08
04197100,41.017952,-83.139008,8,20,3.8268996443e+07
04197100,41.138786,-83.067596,9,20,9.4235263187e+06
04198000,40.728920,-82.712341,7,17,5.6518145654e+07
04198000,40.849277,-82.640717,8,17,2.9844591245e+07
04198000,40.785194,-82.877991,7,18,1.1110544567e+08
04198000,40.905743,-82.806519,8,18,1.7281371138e+08
04198000,41.026203,-82.734741,9,18,4.6778021284e+07
04198000,40.599506,-83.185303,5,19,5.1693209371e+07
04198000,40.720409,-83.114777,6,19,1.1357875456e+08
04198000,40.841236,-83.043884,7,19,2.1017955726e+08
04198000,40.961967,-82.972626,8,19,2.2475154194e+08
04198000,41.082619,-82.901001,9,19,1.2842738639e+08
04198000,40.654942,-83.351105,5,20,1.9068988343e+08
04198000,40.776024,-83.280762,6,20,2.2491539472e+08
04198000,40.897034,-83.210083,7,20,2.2489886267e+08
04198000,41.017952,-83.139008,8,20,2.2487264614e+08
04198000,41.138786,-83.067596,9,20,1.7622442932e+08
04198000,41.259560,-82.995789,10,20,36982.3056794405
04198000,40.588795,-83.586945,4,21,618843.9001342058
04198000,40.710136,-83.517151,5,21,1.4710283503e+08
04198000,40.831413,-83.447021,6,21,1.3259102725e+08
04198000,40.952602,-83.376526,7,21,1.5959766694e+08
04198000,41.073700,-83.305664,8,21,1.8855466198e+08
04198000,41.194725,-83.234436,9,21,2.1988828443e+08
04198000,41.315681,-83.162842,10,21,7.9112521668e+07
04198000,41.129200,-83.472595,8,22,1.0352139259e+06
04198000,41.250404,-83.401581,9,22,5.1313130363e+06
04198000,41.371548,-83.330200,10,22,119128.9788134694
04199000,40.969559,-82.568726,9,17,8.6334182397e+07
04199000,41.089767,-82.496338,10,17,5.6142726759e+07
04199000,41.209900,-82.423584,11,17,1.4481155753e+07
04199000,40.905743,-82.806519,8,18,2.4731660976e+07
04199000,41.026203,-82.734741,9,18,1.7698446945e+08
04199000,41.146603,-82.662537,10,18,2.2462631502e+08
04199000,41.266926,-82.589966,11,18,1.4835689568e+08
04199000,41.082619,-82.901001,9,19,5.1339215785e+07
04199000,41.203205,-82.829010,10,19,9.3483634927e+07
04199000,41.323708,-82.756653,11,19,3.1285152418e+07
04199500,40.912674,-82.403015,9,16,6.0174729707e+07
